[server 0 | term=0 | commit index=0] start, majority is: 2
[server 1 | term=1 | commit index=2] next index=4 for server 0
[server 1 | term=1 | commit index=2] next index=4 for server 2
[server 1 | term=1 | commit index=2] leader commitIndex increases: 3
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=1 | commit index=2] update commit from 2 to 3
[server 2 | term=1 | commit index=2] update commit from 2 to 3
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=3] command received, term=1, index=4
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=3] send log append to server 2, index=4
[server 1 | term=1 | commit index=3] send log append to server 0, index=4
[server 2 | term=1 | commit index=3] received log append, current length=3, previous index=3, rpc term=1
[server 0 | term=1 | commit index=3] received log append, current length=3, previous index=3, rpc term=1
[server 1 | term=1 | commit index=3] next index=5 for server 2
[server 1 | term=1 | commit index=3] next index=5 for server 0
[server 1 | term=1 | commit index=3] leader commitIndex increases: 4
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=1 | commit index=3] update commit from 3 to 4
[server 2 | term=1 | commit index=3] update commit from 3 to 4
[server 1 | term=1 | commit index=4] command received, term=1, index=5
[server 1 | term=1 | commit index=4] send log append to server 0, index=5
[server 1 | term=1 | commit index=4] send log append to server 2, index=5
[server 0 | term=1 | commit index=4] received log append, current length=4, previous index=4, rpc term=1
[server 2 | term=1 | commit index=4] received log append, current length=4, previous index=4, rpc term=1
[server 1 | term=1 | commit index=4] next index=6 for server 0
[server 1 | term=1 | commit index=4] next index=6 for server 2
[server 1 | term=1 | commit index=4] leader commitIndex increases: 5
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=1 | commit index=4] update commit from 4 to 5
[server 0 | term=1 | commit index=4] update commit from 4 to 5
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=5] command received, term=1, index=6
[server 6 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=5] send log append to server 2, index=6
[server 1 | term=1 | commit index=5] send log append to server 0, index=6
[server 2 | term=1 | commit index=5] received log append, current length=5, previous index=5, rpc term=1
[server 0 | term=1 | commit index=5] received log append, current length=5, previous index=5, rpc term=1
[server 1 | term=1 | commit index=5] next index=7 for server 2
[server 1 | term=1 | commit index=5] next index=7 for server 0
[server 1 | term=1 | commit index=5] leader commitIndex increases: 6
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=1 | commit index=5] update commit from 5 to 6
[server 0 | term=1 | commit index=5] update commit from 5 to 6
[server 1 | term=1 | commit index=6] command received, term=1, index=7
[server 6 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 6 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 5 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=6] send log append to server 0, index=7
[server 1 | term=1 | commit index=6] send log append to server 2, index=7
[server 0 | term=1 | commit index=6] received log append, current length=6, previous index=6, rpc term=1
[server 2 | term=1 | commit index=6] received log append, current length=6, previous index=6, rpc term=1
[server 1 | term=1 | commit index=6] next index=8 for server 0
[server 1 | term=1 | commit index=6] next index=8 for server 2
[server 1 | term=1 | commit index=6] leader commitIndex increases: 7
[server 6 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=1 | commit index=6] update commit from 6 to 7
[server 2 | term=1 | commit index=6] update commit from 6 to 7
[server 1 | term=1 | commit index=7] command received, term=1, index=8
[server 1 | term=1 | commit index=7] send log append to server 0, index=8
[server 1 | term=1 | commit index=7] send log append to server 2, index=8
[server 0 | term=1 | commit index=7] received log append, current length=7, previous index=7, rpc term=1
[server 2 | term=1 | commit index=7] received log append, current length=7, previous index=7, rpc term=1
[server 1 | term=1 | commit index=7] next index=9 for server 0
[server 1 | term=1 | commit index=7] next index=9 for server 2
[server 5 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=7] leader commitIndex increases: 8
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=1 | commit index=7] update commit from 7 to 8
[server 0 | term=1 | commit index=7] update commit from 7 to 8
[server 1 | term=1 | commit index=8] command received, term=1, index=9
[server 5 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=8] send log append to server 0, index=9
[server 1 | term=1 | commit index=8] send log append to server 2, index=9
[server 0 | term=1 | commit index=8] received log append, current length=8, previous index=8, rpc term=1
[server 2 | term=1 | commit index=8] received log append, current length=8, previous index=8, rpc term=1
[server 1 | term=1 | commit index=8] next index=10 for server 0
[server 1 | term=1 | commit index=8] next index=10 for server 2
[server 1 | term=1 | commit index=8] leader commitIndex increases: 9
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=1 | commit index=8] update commit from 8 to 9
[server 2 | term=1 | commit index=8] update commit from 8 to 9
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=9] command received, term=1, index=10
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=9] send log append to server 0, index=10
[server 1 | term=1 | commit index=9] send log append to server 2, index=10
[server 2 | term=1 | commit index=9] received log append, current length=9, previous index=9, rpc term=1
[server 0 | term=1 | commit index=9] received log append, current length=9, previous index=9, rpc term=1
[server 1 | term=1 | commit index=9] next index=11 for server 0
[server 1 | term=1 | commit index=9] next index=11 for server 2
[server 1 | term=1 | commit index=9] leader commitIndex increases: 10
[server 2 | term=1 | commit index=9] update commit from 9 to 10
[server 0 | term=1 | commit index=9] update commit from 9 to 10
[server 1 | term=1 | commit index=10] command received, term=1, index=11
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=1 | commit index=10] send log append to server 2, index=11
[server 1 | term=1 | commit index=10] send log append to server 0, index=11
[server 2 | term=1 | commit index=10] received log append, current length=10, previous index=10, rpc term=1
[server 0 | term=1 | commit index=10] received log append, current length=10, previous index=10, rpc term=1
[server 1 | term=1 | commit index=10] next index=12 for server 2
[server 1 | term=1 | commit index=10] next index=12 for server 0
[server 1 | term=1 | commit index=10] leader commitIndex increases: 11
[server 4 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=1 | commit index=10] update commit from 10 to 11
[server 0 | term=1 | commit index=10] update commit from 10 to 11
  ... Passed --   2.6  3   48  115596   11
[server 0 | term=0 | commit index=0] start, majority is: 2
[server 1 | term=0 | commit index=0] start, majority is: 2
[server 2 | term=0 | commit index=0] start, majority is: 2
Test (2B): agreement despite follower disconnection ...
[server 3 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=0 | commit index=0] election timeout
[server 0 | term=1 | commit index=0] send vote request to server 2
[server 0 | term=1 | commit index=0] send vote request to server 1
[server 2 | term=0 | commit index=0] received vote request
[server 2 | term=0 | commit index=0] candidate 0 with term=0, index=0 is more up-to-date than term=0, index=0
[server 1 | term=0 | commit index=0] received vote request
[server 1 | term=0 | commit index=0] candidate 0 with term=0, index=0 is more up-to-date than term=0, index=0
[server 2 | term=1 | commit index=0] vote for server 0 in term 1
[server 1 | term=1 | commit index=0] vote for server 0 in term 1
[server 0 | term=1 | commit index=0] candidate has been elected as leader
[server 0 | term=1 | commit index=0] command received, term=1, index=1
[server 5 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 2 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=10 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=1 | commit index=0] send log append to server 1, index=1
[server 0 | term=1 | commit index=0] send log append to server 2, index=1
[server 2 | term=1 | commit index=0] received log append, current length=0, previous index=0, rpc term=1
[server 1 | term=1 | commit index=0] received log append, current length=0, previous index=0, rpc term=1
[server 0 | term=1 | commit index=0] next index=2 for server 2
[server 0 | term=1 | commit index=0] next index=2 for server 1
